3600.00,4080.00,5790.00,11290.00,4080.00,4080.00,5790.00,11290.00,6380.00,8470.00
3600.00,4080.00,5790.00,11290.00,4080.00,4080.00,5790.00,11290.00,6380.00,8470.00
3600.00,4080.00,5790.00,11290.00,4080.00,4080.00,5790.00,11290.00,6380.00,8470.00
3600.00,4080.00,5790.00,11290.00,4080.00,4080.00,5790.00,11290.00,6380.00,8470.00
3600.00,4080.00,5790.00,11290.00,4080.00,4080.00,5790.00,11290.00,6380.00,8470.00
3600.00,4080.00,5790.00,11290.00,4080.00,4080.00,5790.00,11290.00,6380.00,8470.00
3600.00,4080.00,5790.00,11290.00,4080.00,4080.00,5790.00,11290.00,6380.00,8470.00
3600.00,4080.00,5790.00,11290.00,4080.00,4080.00,5790.00,11290.00,6380.00,8470.00
3600.00,4080.00,5790.00,11290.00,4080.00,4080.00,5790.00,11290.00,6380.00,8470.00
3600.00,4080.00,5790.00,11290.00,4080.00,4080.00,5790.00,11290.00,6380.00,8470.00
3600.00,4080.00,5790.00,11290.00,4080.00,4080.00,5790.00,11290.00,6380.00,8470.00
3600.00,4080.00,5790.00,11290.00,4080.00,4080.00,5790.00,11290.00,6380.00,8470.00
